id,str_exp,TextList,Segmened_text,vars
3511,(|180-135.0|*2),"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(B)),135бу), MeasureOf(Angle(A,O,C))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle B  135бу  MeasureOf Angle AOC  ,90
3512,50,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Line(D,C), Equals(MeasureOf(Angle(A)),50бу), MeasureOf(Angle(B,C,E))",InscribedIn Quadrilateral ABCD Circle O   Line DC  Equals MeasureOf Angle A  50бу  MeasureOf Angle BCE  ,50
3513,(|180-130.0|*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(A,D,C)),130бу), MeasureOf(Angle(A,O,C))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle ADC  130бу  MeasureOf Angle AOC  ,100
3518,(|180-80.0|/2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,O,D)),80бу), Parallel(Line(A,O),Line(D,C)), MeasureOf(Angle(B))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle AOD  80бу  Parallel Line AO Line DC   MeasureOf Angle B  ,50
3519,60,"Point(A), Point(B), Point(C), Circle(O), Point(E), Line(A,D), Equals(MeasureOf(Angle(A,B,C)),60бу), MeasureOf(Angle(C,D,E))",Point A  Point B  Point C  Circle O  Point E  Line AD  Equals MeasureOf Angle ABC  60бу  MeasureOf Angle CDE  ,60
3520,(|180-140.0|*2),"Quadrilateral(A,B,C,D), Circle(O), Equals(MeasureOf(Angle(A,D,C)),140бу), MeasureOf(Angle(A,O,C))",Quadrilateral ABCD  Circle O  Equals MeasureOf Angle ADC  140бу  MeasureOf Angle AOC  ,80
3522,|(|(130.0*2)-360|/2)-180|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(LengthOf(Line(B,C)),Line(D,C)), Equals(MeasureOf(Angle(B,O,C)),130бу), MeasureOf(Angle(B,A,D))",InscribedIn Quadrilateral ABCD Circle O   Equals LengthOf Line BC  Line DC   Equals MeasureOf Angle BOC  130бу  MeasureOf Angle BAD  ,130
3523,|180-100.0|,"Quadrilateral(A,B,C,D), Circle($), Equals(MeasureOf(Angle(A)),100бу), MeasureOf(Angle(C))",Quadrilateral ABCD  Circle $  Equals MeasureOf Angle A  100бу  MeasureOf Angle C  ,80
3524,(138.0/2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(B,O,D)),138бу), MeasureOf(Angle(D,C,E))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle BOD  138бу  MeasureOf Angle DCE  ,69
3525,(|180-135.0|*2),"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(B)),135бу), MeasureOf(Angle(A,O,C))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle B  135бу  MeasureOf Angle AOC  ,90
3526,|180-30.0|,"IsMidpointOf(Point(O),Line($)), Line(B,C), Point(O), Equals(MeasureOf(Angle(A,B,C)),30бу), MeasureOf(Angle(A,D,C))",IsMidpointOf Point O Line $   Line BC  Point O  Equals MeasureOf Angle ABC  30бу  MeasureOf Angle ADC  ,150
3528,50,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Line(B,C), Equals(MeasureOf(Angle(A)),50бу), MeasureOf(Angle(D,C,E))",InscribedIn Quadrilateral ABCD Circle O   Line BC  Equals MeasureOf Angle A  50бу  MeasureOf Angle DCE  ,50
3529,(|180-110.0|*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(A)),110бу), MeasureOf(Angle(B,O,D))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle A  110бу  MeasureOf Angle BOD  ,140
3530,|(120.0/2)-180|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(A,O,C)),120бу), MeasureOf(Angle(A,B,C))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle AOC  120бу  MeasureOf Angle ABC  ,120
3533,||180-105.0|-25.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Line(C,D), Line(D,F), Line(B,C), Line(C,F), Line(A,D), Point(E), Line(A,C), Equals(MeasureOf(Angle(A,B,C)),105бу), Equals(MeasureOf(Angle(B,A,C)),25бу), MeasureOf(Angle(E))",InscribedIn Quadrilateral ABCD Circle O   Line CD  Line DF  Line BC  Line CF  Line AD  Point E  Line AC  Equals MeasureOf Angle ABC  105бу  Equals MeasureOf Angle BAC  25бу  MeasureOf Angle E  ,50
3534,|(100.0/2)-180|,"Circle(O), Line(A,B), Equals(MeasureOf(Angle(A,O,C)),100бу), MeasureOf(Angle(A,B,C))",Circle O  Line AB  Equals MeasureOf Angle AOC  100бу  MeasureOf Angle ABC  ,130
3535,(|180-140.0|*2),"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(C)),140бу), MeasureOf(Angle(B,O,D))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle C  140бу  MeasureOf Angle BOD  ,80
3536,||180-100.0|-180|,"Circle(O), Parallel(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(B,C,D)),100бу), Line(D,C), Angle($), MeasureOf(Angle(A,E,C))",Circle O  Parallel Line AB Line CD   Equals MeasureOf Angle BCD  100бу  Line DC  Angle $  MeasureOf Angle AEC  ,100
3537,|(90.0/2)-180|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(B,O,D)),90бу), MeasureOf(Angle(B,C,D))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle BOD  90бу  MeasureOf Angle BCD  ,135
3538,|(100.0/2)-180|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(B,O,D)),100бу), MeasureOf(Angle(B,C,D))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle BOD  100бу  MeasureOf Angle BCD  ,130
3539,|(130.0/2)-180|,"Point(A), Point(B), Point(C), Circle(O), Line(A,B), Equals(MeasureOf(Angle(A,O,B)),130бу), MeasureOf(Angle(A,C,B))",Point A  Point B  Point C  Circle O  Line AB  Equals MeasureOf Angle AOB  130бу  MeasureOf Angle ACB  ,115
3540,(|180-115.0|*2),"Quadrilateral(A,B,C,D), Circle(O), Equals(MeasureOf(Angle(A)),115бу), MeasureOf(Angle(B,O,D))",Quadrilateral ABCD  Circle O  Equals MeasureOf Angle A  115бу  MeasureOf Angle BOD  ,130
3541,|90-35.0|,"Quadrilateral(A,B,C,D), Circle(O), Point(E), Point(F), Equals(Equals(MeasureOf(Angle(E)),MeasureOf(Angle(F))),35бу), MeasureOf(Angle(A))",Quadrilateral ABCD  Circle O  Point E  Point F  Equals Equals MeasureOf Angle E  MeasureOf Angle F   35бу  MeasureOf Angle A  ,55
3542,(35.0*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(A,B,C)),35бу), MeasureOf(Angle(A,O,C))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle ABC  35бу  MeasureOf Angle AOC  ,70
3544,|(|(42.0*2)-180|/2)-180|,"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(O,B,C)),42бу), MeasureOf(Angle(A))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle OBC  42бу  MeasureOf Angle A  ,132
3545,|180-40.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(A,B,C)),40бу), MeasureOf(Angle(A,D,C))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle ABC  40бу  MeasureOf Angle ADC  ,140
3546,110,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Point(E), Line(C,D), Equals(MeasureOf(Angle(A,B,C)),110бу), MeasureOf(Angle(A,D,E))",Quadrilateral ABCD  Quadrilateral $  Circle O  Point E  Line CD  Equals MeasureOf Angle ABC  110бу  MeasureOf Angle ADE  ,110
3547,|180-120.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(B,C,D)),120бу), MeasureOf(Angle(B,A,D))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle BCD  120бу  MeasureOf Angle BAD  ,60
3549,||180-115.0|-90|,"IsDiameterOf(Line(A,B),Circle($)), Circle(O), Circle($), Equals(MeasureOf(Angle(D)),115бу), MeasureOf(Angle(C,A,B))",IsDiameterOf Line AB Circle $   Circle O  Circle $  Equals MeasureOf Angle D  115бу  MeasureOf Angle CAB  ,25
3555,(50.0*2),"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), IsDiameterOf(Line(A,D),Circle(O)), Equals(MeasureOf(Angle(C,B,E)),50бу), Angle($), MeasureOf(Angle(A,O,C))",Quadrilateral ABCD  Quadrilateral $  Circle O  IsDiameterOf Line AD Circle O   Equals MeasureOf Angle CBE  50бу  Angle $  MeasureOf Angle AOC  ,100
3556,(|180-110.0|*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Equals(MeasureOf(Angle(C)),110бу), MeasureOf(Angle(B,O,D))",InscribedIn Quadrilateral ABCD Circle $   Equals MeasureOf Angle C  110бу  MeasureOf Angle BOD  ,140
3557,|(100.0/2)-180|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(A,O,C)),100бу), MeasureOf(Angle(A,D,C))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle AOC  100бу  MeasureOf Angle ADC  ,130
3558,70,"Angle($), Equals(Equals(Quadrilateral(A,B,C,D),MeasureOf(Angle(D,C,E))),70бу), MeasureOf(Angle(B,A,D))",Angle $  Equals Equals Quadrilateral ABCD MeasureOf Angle DCE   70бу  MeasureOf Angle BAD  ,70
3560,|180-80.0|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(A)),80бу), MeasureOf(Angle(B,C,D))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle A  80бу  MeasureOf Angle BCD  ,100
3562,(72.0*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(D,C,E)),72бу), MeasureOf(Angle(B,O,D))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle DCE  72бу  MeasureOf Angle BOD  ,144
3563,(64.0*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(D,C,E)),64бу), MeasureOf(Angle(B,O,D))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle DCE  64бу  MeasureOf Angle BOD  ,128
3564,|180-64.0|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(D,A,B)),64бу), MeasureOf(Angle(B,C,D))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle DAB  64бу  MeasureOf Angle BCD  ,116
3566,70,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Angle($), Equals(Equals(Quadrilateral(A,B,C,D),MeasureOf(Angle(D,C,E))),70бу), MeasureOf(Angle(B,A,D))",InscribedIn Quadrilateral ABCD Circle O   Angle $  Equals Equals Quadrilateral ABCD MeasureOf Angle DCE   70бу  MeasureOf Angle BAD  ,70
3568,110,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(B)),110бу), MeasureOf(Angle(A,D,E))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle B  110бу  MeasureOf Angle ADE  ,110
3569,|(70.0/2)-180|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(B,O,D)),70бу), MeasureOf(Angle(B,C,D))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle BOD  70бу  MeasureOf Angle BCD  ,145
3570,||180-125.0|-180|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Line(C,B), Equals(MeasureOf(Angle(E,B,A)),125бу), MeasureOf(Angle(D))",InscribedIn Quadrilateral ABCD Circle O   Line CB  Equals MeasureOf Angle EBA  125бу  MeasureOf Angle D  ,125
3571,|180-100.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(A)),100бу), MeasureOf(Angle(C))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle A  100бу  MeasureOf Angle C  ,80
3573,(64.0*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(D,C,E)),64бу), MeasureOf(Angle(B,O,D))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle DCE  64бу  MeasureOf Angle BOD  ,128
3575,||180-120.0|-180|,"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Line(A,D), Equals(MeasureOf(Angle(C,B,A)),120бу), MeasureOf(Angle(E,D,C))",InscribedIn Quadrilateral ABCD Circle $   Line AD  Equals MeasureOf Angle CBA  120бу  MeasureOf Angle EDC  ,120
3576,(70.0/2),"Circle(O), Line(O,A), IsChordOf(Line(B,C),Circle($)), Point(D), Equals(MeasureOf(Angle(A,O,B)),70бу), MeasureOf(Angle(A,D,C))",Circle O  Line OA  IsChordOf Line BC Circle $   Point D  Equals MeasureOf Angle AOB  70бу  MeasureOf Angle ADC  ,35
3578,|180-100.0|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(A,B,C)),100бу), MeasureOf(Angle(A,D,C))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle ABC  100бу  MeasureOf Angle ADC  ,80
3581,(50.0*2),"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Line(A,B), Equals(MeasureOf(Angle(C,B,E)),50бу), MeasureOf(Angle(A,O,C))",Quadrilateral ABCD  Quadrilateral $  Circle O  Line AB  Equals MeasureOf Angle CBE  50бу  MeasureOf Angle AOC  ,100
3582,|180-85.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(D)),85бу), MeasureOf(Angle(B))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle D  85бу  MeasureOf Angle B  ,95
3583,|(|180-30.0|/2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(A,O,D)),30бу), MeasureOf(Angle(B,C,D))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  Equals MeasureOf Angle AOD  30бу  MeasureOf Angle BCD  ,105
3584,(120.0/2),"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Point(E), Line(C,D), Equals(MeasureOf(Angle(B,O,D)),120бу), MeasureOf(Angle(B,C,E))",Quadrilateral ABCD  Quadrilateral $  Circle O  Point E  Line CD  Equals MeasureOf Angle BOD  120бу  MeasureOf Angle BCE  ,60
3586,|(100.0/2)-180|,"InscribedIn(Circle($),Quadrilateral(A,B,C,D)), Angle($), Equals(MeasureOf(Angle(1)),100бу), MeasureOf(Angle(A,B,C))",InscribedIn Circle $ Quadrilateral ABCD   Angle $  Equals MeasureOf Angle 1  100бу  MeasureOf Angle ABC  ,130
3587,45,"Angle($), Equals(MeasureOf(Angle(D)),45бу), MeasureOf(Angle(E,F,C))",Angle $  Equals MeasureOf Angle D  45бу  MeasureOf Angle EFC  ,45
3588,(26.0*2),"Circle(O), IsDiameterOf(Line(A,C),Circle(O)), Circle($), Equals(MeasureOf(Angle(O,B,C)),26бу), MeasureOf(Angle(A,O,B))",Circle O  IsDiameterOf Line AC Circle O   Circle $  Equals MeasureOf Angle OBC  26бу  MeasureOf Angle AOB  ,52
3591,(||180-70.0|-180|*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Line(B,C), Equals(MeasureOf(Angle(D,C,E)),70бу), MeasureOf(Angle(B,O,D))",InscribedIn Quadrilateral ABCD Circle O   Line BC  Equals MeasureOf Angle DCE  70бу  MeasureOf Angle BOD  ,140
3593,120,"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Equals(MeasureOf(Angle(A,B,C)),120бу), Angle($), MeasureOf(Angle(A,D,E)), Quadrilateral(A,B,C,D)",InscribedIn Quadrilateral ABCD Circle $   Equals MeasureOf Angle ABC  120бу  Angle $  MeasureOf Angle ADE   Quadrilateral ABCD ,120
3594,(108.0/2),"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Equals(MeasureOf(Angle(B,A,D)),108бу), Line(B,C), BisectsAngle(Line(C,F),MeasureOf(Angle(D,C,E))), MeasureOf(Angle(D,C,F))",InscribedIn Quadrilateral ABCD Circle $   Equals MeasureOf Angle BAD  108бу  Line BC  BisectsAngle Line CF MeasureOf Angle DCE    MeasureOf Angle DCF  ,54
3595,|(|180-30.0|/2)-180|,"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(LengthOf(Line(A,B)),Line(A,C)), Line(A,B), Equals(MeasureOf(Angle(B,A,C)),30бу), MeasureOf(Angle(A,P,B))",InscribedIn Triangle ABC Circle O   Equals LengthOf Line AB  Line AC   Line AB  Equals MeasureOf Angle BAC  30бу  MeasureOf Angle APB  ,105
3596,((2.0*2)/2),"Circle(C), Point(A), Point(B), Line(O,B), Equals(MeasureOf(Angle(B,M,O)),120бу)",Circle C  Point A  Point B  Line OB  Equals MeasureOf Angle BMO  120бу ,2
3597,((3.0*2)/2),"Circle(C), Point(A), Point(B), Equals(MeasureOf(Angle(B,M,O)),120), LengthOf(Circle(C))",Circle C  Point A  Point B  Equals MeasureOf Angle BMO  120  LengthOf Circle C  ,3
3598,|(70.0*2)-180|,"Circle($), Point(A), Point(B), Equals(MeasureOf(Angle(A,C,B)),70бу), MeasureOf(Angle(A,D,B))",Circle $  Point A  Point B  Equals MeasureOf Angle ACB  70бу  MeasureOf Angle ADB  ,40
3599,|90-55.0|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(A,B,D)),55бу), MeasureOf(Angle(B,C,D))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  Equals MeasureOf Angle ABD  55бу  MeasureOf Angle BCD  ,35
3600,|(130.0/2)-180|,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,O,B)),130бу), MeasureOf(Angle(A,C,B))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle AOB  130бу  MeasureOf Angle ACB  ,115
3601,|(88.0/2)-180|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(B,O,D)),88бу), MeasureOf(Angle(B,C,D))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle BOD  88бу  MeasureOf Angle BCD  ,136
3602,|180-100.0|,"InscribedIn(Circle($),Quadrilateral(A,B,C,D)), Equals(MeasureOf(Angle(A)),100бу), MeasureOf(Angle(C))",InscribedIn Circle $ Quadrilateral ABCD   Equals MeasureOf Angle A  100бу  MeasureOf Angle C  ,80
3603,|180-70.0|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(A)),70бу), MeasureOf(Angle(C))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle A  70бу  MeasureOf Angle C  ,110
3604,(|180-140.0|*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(A,D,C)),140бу), MeasureOf(Angle(A,O,C))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle ADC  140бу  MeasureOf Angle AOC  ,80
3605,(|180-100.0|*2),"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(A)),100бу), Line(B,D)",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle A  100бу  Line BD ,160
3606,||180-85.0|-|180-75.0||,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(B)),75бу), Equals(MeasureOf(Angle(C)),85бу), Angle($), MeasureOf(Angle(A))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle B  75бу  Equals MeasureOf Angle C  85бу  Angle $  MeasureOf Angle A  ,10
3607,|(80.0/2)-180|,"Circle(O), Equals(MeasureOf(Angle(A,O,C)),80бу), MeasureOf(Angle(A,D,C)), MeasureOf(Angle(A,B,C))",Circle O  Equals MeasureOf Angle AOC  80бу  MeasureOf Angle ADC   MeasureOf Angle ABC  ,140
3609,|180-60.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Equals(MeasureOf(Angle(A)),60бу), MeasureOf(Angle(C))",InscribedIn Quadrilateral ABCD Circle $   Equals MeasureOf Angle A  60бу  MeasureOf Angle C  ,120
3611,|180-80.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(C)),80бу), MeasureOf(Angle(A))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle C  80бу  MeasureOf Angle A  ,100
3612,50,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Line(B,C), Equals(MeasureOf(Angle(A)),50бу), MeasureOf(Angle(D,C,E))",InscribedIn Quadrilateral ABCD Circle O   Line BC  Equals MeasureOf Angle A  50бу  MeasureOf Angle DCE  ,50
3613,|180-110.0|,"Quadrilateral(A,B,C,D), Circle(O), Equals(MeasureOf(Angle(B,A,D)),110бу), MeasureOf(Angle(B,C,D))",Quadrilateral ABCD  Circle O  Equals MeasureOf Angle BAD  110бу  MeasureOf Angle BCD  ,70
3614,45,"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Line(D,A), Equals(MeasureOf(Angle(C)),45бу), MeasureOf(Angle(B,A,E))",InscribedIn Quadrilateral ABCD Circle $   Line DA  Equals MeasureOf Angle C  45бу  MeasureOf Angle BAE  ,45
3615,(70.0*2),"Point(A), Point(B), Point(C), Circle(O), Angle($), Equals(Equals(Quadrilateral(A,B,C,D),MeasureOf(Angle(D,C,E))),70бу), MeasureOf(Angle(B,O,D))",Point A  Point B  Point C  Circle O  Angle $  Equals Equals Quadrilateral ABCD MeasureOf Angle DCE   70бу  MeasureOf Angle BOD  ,140
3616,|(160.0/2)-180|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(B,O,D)),160бу), MeasureOf(Angle(B,C,D))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle BOD  160бу  MeasureOf Angle BCD  ,100
3617,85,"Angle($), MeasureOf(Angle(A,B,E)), Equals(InscribedIn(Quadrilateral(A,B,C,D),Circle($)),85бу), MeasureOf(Angle(A,D,C))",Angle $  MeasureOf Angle ABE   Equals InscribedIn Quadrilateral ABCD Circle $  85бу  MeasureOf Angle ADC  ,85
3618,|180-50.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Equals(MeasureOf(Angle(C)),50бу), MeasureOf(Angle(A))",InscribedIn Quadrilateral ABCD Circle $   Equals MeasureOf Angle C  50бу  MeasureOf Angle A  ,130
3619,||180-60.0|-180|,"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Line(A,D), Equals(MeasureOf(Angle(B)),60бу), MeasureOf(Angle(E,D,C))",InscribedIn Quadrilateral ABCD Circle $   Line AD  Equals MeasureOf Angle B  60бу  MeasureOf Angle EDC  ,60
3620,|180-70.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(B)),70бу), MeasureOf(Angle(D))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle B  70бу  MeasureOf Angle D  ,110
3622,(|180-115.0|*2),"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(A,B,C)),115бу), MeasureOf(Angle(A,O,C))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle ABC  115бу  MeasureOf Angle AOC  ,130
3623,|(240.0/2)-180|,"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), MeasureOf(Angle(C))",InscribedIn Quadrilateral ABCD Circle $   MeasureOf Angle C  ,60
3624,|180-50.0|,"Angle($), Equals(MeasureOf(Angle(B,A,D)),50бу), MeasureOf(Angle(B,C,D))",Angle $  Equals MeasureOf Angle BAD  50бу  MeasureOf Angle BCD  ,130
3626,|(110.0/2)-180|,"Equals(Circle(O),circumCircle($), Quadrilateral(A,B,C,D), Equals(MeasureOf(Angle(O)),110бу), MeasureOf(Angle(C))",Equals Circle O circumCircle $  Quadrilateral ABCD  Equals MeasureOf Angle O  110бу  MeasureOf Angle C  ,125
3628,|180-50.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle($)), Equals(MeasureOf(Angle(B)),50бу), MeasureOf(Angle(D))",InscribedIn Quadrilateral ABCD Circle $   Equals MeasureOf Angle B  50бу  MeasureOf Angle D  ,130
3629,(138.0/2),"Quadrilateral(A,B,C,D), Circle(O), Equals(MeasureOf(Angle(B,O,D)),138бу), Angle($), MeasureOf(Angle(D,C,E))",Quadrilateral ABCD  Circle O  Equals MeasureOf Angle BOD  138бу  Angle $  MeasureOf Angle DCE  ,69
3632,(|90-40.0|/2),"Line(C,D), Circle(O), IsChordOf(Line(E,F),Circle($)), Equals(MeasureOf(Angle(O,E,A)),40бу), MeasureOf(Angle(D,C,F))",Line CD  Circle O  IsChordOf Line EF Circle $   Equals MeasureOf Angle OEA  40бу  MeasureOf Angle DCF  ,25
3633,|180-36.0|,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Equals(MeasureOf(Angle(C)),36бу), MeasureOf(Angle(A))",InscribedIn Quadrilateral ABCD Circle O   Equals MeasureOf Angle C  36бу  MeasureOf Angle A  ,144
3634,(||180-36.0|-30.0|/2),"IntersectAt(Circle(O),Line(A,B),Line(D,C),Point(E)), IntersectAt(Line(A,D),Line(B,C),Point(F)), Equals(MeasureOf(Angle(E)),36бу), Equals(MeasureOf(Angle(F)),30бу), MeasureOf(Angle(A))",IntersectAt Circle O Line AB Line DC Point E   IntersectAt Line AD Line BC Point F   Equals MeasureOf Angle E  36бу  Equals MeasureOf Angle F  30бу  MeasureOf Angle A  ,57
3635,|180-80.0|,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A)),80бу), MeasureOf(Angle(C))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle A  80бу  MeasureOf Angle C  ,100
3645,(|180-100.0|/2),"Point(A), Point(B), Circle($), Point(C), Point(D), Equals(MeasureOf(Angle(A,D,B)),100бу), MeasureOf(Angle(A,C,B))",Point A  Point B  Circle $  Point C  Point D  Equals MeasureOf Angle ADB  100бу  MeasureOf Angle ACB  ,40
3646,|180-30.0|,"Circle($), Line(B,C), Point(A), Point(D), Equals(LengthOf(Line(A,D)),Line(D,C)), Equals(MeasureOf(Angle(A,B,C)),30бу), MeasureOf(Angle(A,D,C))",Circle $  Line BC  Point A  Point D  Equals LengthOf Line AD  Line DC   Equals MeasureOf Angle ABC  30бу  MeasureOf Angle ADC  ,150
3647,|180-110.0|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(B,C,D)),110бу), MeasureOf(Angle(B,A,D))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle BCD  110бу  MeasureOf Angle BAD  ,70
