ID,str_exp,TextList,Segmened_text,var
537,(40.0+60.0),"Parallel(Line(A,B),Line(C,D)), Line(E,F), Line(H,G), Point(O), Equals(MeasureOf(Angle(1)),40), Equals(MeasureOf(Angle(2)),60), Find(MeasureOf(Angle(E,O,H)))",Parallel Line AB Line CD   Line EF  Line HG  Point O  Equals MeasureOf Angle 1  40  Equals MeasureOf Angle 2  60  Find MeasureOf Angle EOH   ,100
8628,(40.0+60.0),"Circle(O), Equals(MeasureOf(Angle(A,C,B)),40), Equals(MeasureOf(Angle(C,A,B)),60), Find(MeasureOf(Angle(A,D,C)))",Circle O  Equals MeasureOf Angle ACB  40  Equals MeasureOf Angle CAB  60  Find MeasureOf Angle ADC   ,100
5325,(40.0+60.0),"Point(E), Point(F), Line(A,B), Line(C,D), Equals(MeasureOf(Angle(B)),40), Equals(MeasureOf(Angle(C)),60), MeasureOf(Angle(2)), Find(MeasureOf(Angle(1)))",Point E  Point F  Line AB  Line CD  Equals MeasureOf Angle B  40  Equals MeasureOf Angle C  60  MeasureOf Angle 2   Find MeasureOf Angle 1   ,100
331,(40.0+90),"Parallel(Line(A,B),Line(E,F)), Perpendicular(Line(C,D),Line(E,F)), Point(D), Equals(MeasureOf(Angle(A,B,C)),40), Find(MeasureOf(Angle(B,C,D)))",Parallel Line AB Line EF   Perpendicular Line CD Line EF   Point D  Equals MeasureOf Angle ABC  40  Find MeasureOf Angle BCD   ,130
63,(40.0+90),"Equals(MeasureOf(Angle(1)),40), Find(MeasureOf(Angle(2)))",Equals MeasureOf Angle 1  40  Find MeasureOf Angle 2   ,130
9595,(42.0*2),"Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(LengthOf(Line(A,C)),Line(A,D)), Equals(MeasureOf(Angle(C,B,D)),Mul(MeasureOf(Angle(B,D,C)),2)), Equals(MeasureOf(Angle(B,A,C)),42), Find(Equals(MeasureOf(Angle(C,A,D)),()))",Equals LengthOf Line AB  Line AC   Equals LengthOf Line AC  Line AD   Equals MeasureOf Angle CBD  Mul MeasureOf Angle BDC  2   Equals MeasureOf Angle BAC  42  Find Equals MeasureOf Angle CAD      ,84
9764,(42.0*2),"Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(LengthOf(Line(A,C)),Line(A,D)), Equals(MeasureOf(Angle(C,B,D)),Mul(MeasureOf(Angle(B,D,C)),2)), Equals(MeasureOf(Angle(B,A,C)),42), Find(MeasureOf(Angle(C,A,D)))",Equals LengthOf Line AB  Line AC   Equals LengthOf Line AC  Line AD   Equals MeasureOf Angle CBD  Mul MeasureOf Angle BDC  2   Equals MeasureOf Angle BAC  42  Find MeasureOf Angle CAD   ,84
9274,(42.0+23.0),"Parallelogram(A,B,C,D), Line(A,C), Line(B,D), Point(O), Equals(MeasureOf(Angle(D,A,C)),42), Equals(MeasureOf(Angle(C,B,D)),23), Find(MeasureOf(Angle(C,O,D)))",Parallelogram ABCD  Line AC  Line BD  Point O  Equals MeasureOf Angle DAC  42  Equals MeasureOf Angle CBD  23  Find MeasureOf Angle COD   ,65
199,(42.0+23.0),"Square(A,B,C,D), Line(A,C), Line(B,D), Point(O), Equals(MeasureOf(Angle(D,A,C)),42), Equals(MeasureOf(Angle(C,B,D)),23), Find(Equals(MeasureOf(Angle(C,O,D)),()))",Square ABCD  Line AC  Line BD  Point O  Equals MeasureOf Angle DAC  42  Equals MeasureOf Angle CBD  23  Find Equals MeasureOf Angle COD      ,65
9333,(42.0+23.0),"Parallelogram(A,B,C,D), Line(A,C), Line(B,D), Point(O), Equals(MeasureOf(Angle(D,A,C)),42), Equals(MeasureOf(Angle(C,B,D)),23), Find(MeasureOf(Angle(C,O,D)))",Parallelogram ABCD  Line AC  Line BD  Point O  Equals MeasureOf Angle DAC  42  Equals MeasureOf Angle CBD  23  Find MeasureOf Angle COD   ,65
2551,(42.0+35.0),"Circle(O), IsChordOf(Line(A,B),Circle($)), IsChordOf(Line(C,D),Circle($)), Point(P), Equals(MeasureOf(Angle(A)),42), Equals(MeasureOf(Angle(B)),35), Find(MeasureOf(Angle(A,P,D)))",Circle O  IsChordOf Line AB Circle $   IsChordOf Line CD Circle $   Point P  Equals MeasureOf Angle A  42  Equals MeasureOf Angle B  35  Find MeasureOf Angle APD   ,77
242,(43.0+25.0),"Parallel(Line(A,D),Line(C,B)), Equals(MeasureOf(Angle(D)),43), Equals(MeasureOf(Angle(B)),25), Find(MeasureOf(Angle(D,E,B)))",Parallel Line AD Line CB   Equals MeasureOf Angle D  43  Equals MeasureOf Angle B  25  Find MeasureOf Angle DEB   ,68
8677,(44.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A)),44), Find(MeasureOf(Angle(B,O,C)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle A  44  Find MeasureOf Angle BOC   ,88
3154,(44.0*2),"Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(LengthOf(Line(A,C)),Line(A,D)), Equals(MeasureOf(Angle(C,B,D)),44), Find(MeasureOf(Angle(C,A,D)))",Equals LengthOf Line AB  Line AC   Equals LengthOf Line AC  Line AD   Equals MeasureOf Angle CBD  44  Find MeasureOf Angle CAD   ,88
201,(44.0*2),"Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(LengthOf(Line(A,C)),Line(A,D)), Equals(MeasureOf(Angle(C,B,D)),Mul(MeasureOf(Angle(B,D,C)),2)), Equals(MeasureOf(Angle(B,A,C)),44), Find(MeasureOf(Angle(C,A,D)))",Equals LengthOf Line AB  Line AC   Equals LengthOf Line AC  Line AD   Equals MeasureOf Angle CBD  Mul MeasureOf Angle BDC  2   Equals MeasureOf Angle BAC  44  Find MeasureOf Angle CAD   ,88
2332,(44.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(C)),44), Find(MeasureOf(Angle(A,O,B)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle C  44  Find MeasureOf Angle AOB   ,88
1726,(44.0/2),"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), Equals(MeasureOf(Angle(B,O,D)),44), Find(MeasureOf(Angle(C)))",IsDiameterOf Line AB Circle O   Circle O  Equals MeasureOf Angle BOD  44  Find MeasureOf Angle C   ,22
9590,(44.0/2),"Circle(O), Line(A,B), Line(A,C), Equals(MeasureOf(Angle(A,O,B)),44), Find(MeasureOf(Angle(A,D,C)))",Circle O  Line AB  Line AC  Equals MeasureOf Angle AOB  44  Find MeasureOf Angle ADC   ,22
8572,(45.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A)),45), Find(MeasureOf(Angle(B,O,C)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle A  45  Find MeasureOf Angle BOC   ,90
8649,(45.0*2),"Point(A), Point(B), Point(P), Circle(O), Equals(MeasureOf(Angle(A,P,B)),45), Find(MeasureOf(Angle(A,O,B)))",Point A  Point B  Point P  Circle O  Equals MeasureOf Angle APB  45  Find MeasureOf Angle AOB   ,90
250,(45.0/2),"Circle(O), Equals(MeasureOf(Angle(A,O,B)),45), Find(MeasureOf(Angle(C)))",Circle O  Equals MeasureOf Angle AOB  45  Find MeasureOf Angle C   ,22.5
8589,(45.0/2),"Mul(Angle($),45), Right(Triangle($)), Circle($), Angle($), Circle(O), Point(A), Point(B), Arc(A,B), Find(MeasureOf(Angle(A,C,B)))",Mul Angle $ 45  Right Triangle $   Circle $  Angle $  Circle O  Point A  Point B  Arc AB  Find MeasureOf Angle ACB   ,22.5
4953,(45.0+15.0),"Find(MeasureOf(Angle(B,A,C)))",Find MeasureOf Angle BAC   ,60
1292,(45.0+20.0),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,C,B)),45), Perpendicular(Line(A,D),Line(B,C)), Point(D), Point(E), Line(A,D), Line(C,E), Equals(LengthOf(Line(C,E)),Line(A,B)), Equals(MeasureOf(Angle(A,C,E)),20), Find(MeasureOf(Angle(B)))",LengthOf Triangle ABC   Equals MeasureOf Angle ACB  45  Perpendicular Line AD Line BC   Point D  Point E  Line AD  Line CE  Equals LengthOf Line CE  Line AB   Equals MeasureOf Angle ACE  20  Find MeasureOf Angle B   ,65
148,(45.0+25.0),"Find(Triangle(A,C,B))",Find Triangle ACB  ,70
1400,(45.0+30.0),"Equals(Equals(MeasureOf(Angle(B,A,C)),MeasureOf(Angle(A,D,E))),90), Equals(MeasureOf(Angle(E)),45), Equals(MeasureOf(Angle(C)),30), Parallel(Line(A,E),Line(B,C)), Find(MeasureOf(Angle(A,F,D)))",Equals Equals MeasureOf Angle BAC  MeasureOf Angle ADE   90  Equals MeasureOf Angle E  45  Equals MeasureOf Angle C  30  Parallel Line AE Line BC   Find MeasureOf Angle AFD   ,75
1147,(45.0+35.0),"Line(A,B), Line(C,D), Line(B,C), Parallel(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(1)),45), Equals(MeasureOf(Angle(2)),35), Find(MeasureOf(Angle(3)))",Line AB  Line CD  Line BC  Parallel Line AB Line CD   Equals MeasureOf Angle 1  45  Equals MeasureOf Angle 2  35  Find MeasureOf Angle 3   ,80
366,(45.0+60.0),"Triangle(A,B,C), Triangle(C,D,E), Parallel(Line(D,E),Line(B,C)), Find(MeasureOf(Angle(1)))",Triangle ABC  Triangle CDE  Parallel Line DE Line BC   Find MeasureOf Angle 1   ,105
2972,(46.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,C,B)),46), Find(MeasureOf(Angle(A,O,B)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ACB  46  Find MeasureOf Angle AOB   ,92
240,(46.0+27.0),"Parallel(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(A)),46), Equals(MeasureOf(Angle(C)),27), Find(MeasureOf(Angle(A,E,C)))",Parallel Line AB Line CD   Equals MeasureOf Angle A  46  Equals MeasureOf Angle C  27  Find MeasureOf Angle AEC   ,73
2757,(48.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,C,B)),48), Find(MeasureOf(Angle(A,O,B)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ACB  48  Find MeasureOf Angle AOB   ,96
9821,(48.0*2),"Circle(O), Equals(MeasureOf(Angle(B,A,C)),48), Find(MeasureOf(Angle(B,O,C)))",Circle O  Equals MeasureOf Angle BAC  48  Find MeasureOf Angle BOC   ,96
211,(48.0/2),"Circle(O), Perpendicular(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(B,O,D)),48), Find(MeasureOf(Angle(B,A,C)))",Circle O  Perpendicular Line AB Line CD   Equals MeasureOf Angle BOD  48  Find MeasureOf Angle BAC   ,24
1801,(48.0/2),"Circle(O), Perpendicular(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(B,O,C)),48), Find(MeasureOf(Angle(B,A,D)))",Circle O  Perpendicular Line AB Line CD   Equals MeasureOf Angle BOC  48  Find MeasureOf Angle BAD   ,24
3164,(48.0/2),"Circle(O), Perpendicular(Line(O,A),Line(B,C)), Equals(MeasureOf(Angle(A,O,B)),48), Find(MeasureOf(Angle(A,D,C)))",Circle O  Perpendicular Line OA Line BC   Equals MeasureOf Angle AOB  48  Find MeasureOf Angle ADC   ,24
9248,(48.0/6.0),"Rhombus(A,B,C,D), Perpendicular(Line(A,E),Line(B,C)), Circle(E), Rhombus($), Equals(LengthOf(Line(A,E)),6), Find(SideOf(Rhombus($)))",Rhombus ABCD  Perpendicular Line AE Line BC   Circle E  Rhombus $  Equals LengthOf Line AE  6  Find SideOf Rhombus $   ,8
2054,(5.0*15.0*pi),"SideOf(Regular(Polygon($))), Find(SideOf(Regular(Polygon($))))",SideOf Regular Polygon $    Find SideOf Regular Polygon $    ,235.619449
2165,(5.0*15.0*pi),"SideOf(Regular(Polygon($))), Find(SideOf(Regular(Polygon($))))",SideOf Regular Polygon $    Find SideOf Regular Polygon $    ,235.619449
9399,(5.0*2),"Parallelogram(A,B,C,D), IsDiagonalOf(Line(A,C),Parallelogram(A,B,C,D)), IsDiagonalOf(Line(B,D),Parallelogram(A,B,C,D)), Line(A,C), Line(B,D), Point(0), Line(A,D), Line(C,D), Perpendicular(Line(O,M),Line(A,C)), Point(M), PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(C,D,M)),5), Find(PerimeterOf(Parallelogram(A,B,C,D)))",Parallelogram ABCD  IsDiagonalOf Line AC Parallelogram ABCD   IsDiagonalOf Line BD Parallelogram ABCD   Line AC  Line BD  Point 0  Line AD  Line CD  Perpendicular Line OM Line AC   Point M  PerimeterOf Polygon $   Equals LengthOf Triangle CDM  5  Find PerimeterOf Parallelogram ABCD   ,10
9275,(5.0*2),"Parallelogram(A,B,C,D), Square($), Shape($), Line(E,F), Line(G,H), Line(I,J), Line(K,L), Equals(AreaOf(Parallelogram(A,B,C,D)),5), Find(Shape($))",Parallelogram ABCD  Square $  Shape $  Line EF  Line GH  Line IJ  Line KL  Equals AreaOf Parallelogram ABCD  5  Find Shape $  ,10
3963,(5.0*2),"Line(P,A), Line(P,B), Line(D,E), Circle(O), Equals(LengthOf(Line(P,A)),5), Find(LengthOf(Triangle(P,D,E)))",Line PA  Line PB  Line DE  Circle O  Equals LengthOf Line PA  5  Find LengthOf Triangle PDE   ,10
5741,(5.0*2),"Parallelogram(A,B,C,D), Line(A,C), Point(A), Point(C), LengthOf(Line(A,C)), Point(P), Point(Q), Line(P,Q), Line(A,D), Point(E), Line(B,C), Point(F), Line(C,E), PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(C,E,D)),5), Find(PerimeterOf(Parallelogram(A,B,C,D)))",Parallelogram ABCD  Line AC  Point A  Point C  LengthOf Line AC   Point P  Point Q  Line PQ  Line AD  Point E  Line BC  Point F  Line CE  PerimeterOf Polygon $   Equals LengthOf Triangle CED  5  Find PerimeterOf Parallelogram ABCD   ,10
4449,(5.0*2),"Circle(O), Line(P,A), Line(P,B), Line(C,D), Point(E), Point(C), Point(D), Equals(LengthOf(Line(P,A)),5), Find(PerimeterOf(Polygon($)))",Circle O  Line PA  Line PB  Line CD  Point E  Point C  Point D  Equals LengthOf Line PA  5  Find PerimeterOf Polygon $   ,10
7424,(5.0*2),"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Triangle(A,B,D), Triangle(A,C,E), Equals(Equals(MeasureOf(Angle(A,D,B)),MeasureOf(Angle(A,E,C))),90), Equals(Equals(MeasureOf(Angle(A,B,D)),MeasureOf(Angle(A,C,E))),30), Line(E,D), Equals(LengthOf(Line(D,E)),5), Find(LengthOf(Line(B,C)))",LengthOf Triangle ABC   Line AB  Line AC  Triangle ABD  Triangle ACE  Equals Equals MeasureOf Angle ADB  MeasureOf Angle AEC   90  Equals Equals MeasureOf Angle ABD  MeasureOf Angle ACE   30  Line ED  Equals LengthOf Line DE  5  Find LengthOf Line BC   ,10
4598,(5.0*2),"Parallelogram(A,B,C,D), Equals(MeasureOf(Angle(C)),120), Equals(LengthOf(Line(A,B)),5), Equals(LengthOf(Line(A,E)),5), IntersectAt(Line(A,E),Line(B,D),Point(F)), Equals(LengthOf(Line(A,F)),Mul(Line(E,F),2)), Find(LengthOf(Line(B,C)))",Parallelogram ABCD  Equals MeasureOf Angle C  120  Equals LengthOf Line AB  5  Equals LengthOf Line AE  5  IntersectAt Line AE Line BD Point F   Equals LengthOf Line AF  Mul Line EF 2   Find LengthOf Line BC   ,10
2164,(5.0*3.0*pi),"Equals(BaseOf(Polygon($)),3), Find(AreaOf(Polygon($)))",Equals BaseOf Polygon $  3  Find AreaOf Polygon $   ,47.1238898
2062,(5.0*8.0*pi),"BaseOf(Polygon($)), Find(SideOf(Regular(Polygon($))))",BaseOf Polygon $   Find SideOf Regular Polygon $    ,125.6637061
2414,(5.0/1.0*1.5),"UseTheorem(Xiao_Ming), Equals(HeightOf(Polygon($)),1.5)",UseTheorem Xiao_Ming  Equals HeightOf Polygon $  1.5 ,7.5
7705,(5.0/10.0*8.0),"Triangle(A,B,C), Equals(MeasureOf(Angle(C)),90), Equals(LengthOf(Line(A,B)),10), Equals(LengthOf(Line(A,C)),8), Line(A,C), Equals(LengthOf(Line(A,E)),5), Perpendicular(Line(E,D),Line(A,B)), Point(D), Find(LengthOf(Line(A,D)))",Triangle ABC  Equals MeasureOf Angle C  90  Equals LengthOf Line AB  10  Equals LengthOf Line AC  8  Line AC  Equals LengthOf Line AE  5  Perpendicular Line ED Line AB   Point D  Find LengthOf Line AD   ,4
2870,(5.0/12.0),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,C)),5), Equals(LengthOf(Line(B,C)),12), Equals(LengthOf(Line(A,B)),13), Find(MeasureOf(Angle(B)))",LengthOf Triangle ABC   Equals LengthOf Line AC  5  Equals LengthOf Line BC  12  Equals LengthOf Line AB  13  Find MeasureOf Angle B   ,0.416666667
2721,(5.0/13.0),"Triangle(A,B,C), Equals(MeasureOf(Angle(C)),90), Equals(LengthOf(Line(A,B)),13), Equals(LengthOf(Line(B,C)),5), Find(CosOf(Angle(B)))",Triangle ABC  Equals MeasureOf Angle C  90  Equals LengthOf Line AB  13  Equals LengthOf Line BC  5  Find CosOf Angle B   ,0.384615385
2835,(5.0/13.0),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(C)),90), Equals(LengthOf(Line(A,B)),13), Equals(LengthOf(Line(B,C)),5), Find(SinOf(Angle(A)))",LengthOf Triangle ABC   Equals MeasureOf Angle C  90  Equals LengthOf Line AB  13  Equals LengthOf Line BC  5  Find SinOf Angle A   ,0.384615385
7094,(5.0/13.0),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(C)),90), Equals(LengthOf(Line(B,C)),5), Equals(LengthOf(Line(A,B)),13), Find(SinOf(Angle(A)))",LengthOf Triangle ABC   Equals MeasureOf Angle C  90  Equals LengthOf Line BC  5  Equals LengthOf Line AB  13  Find SinOf Angle A   ,0.384615385
3823,(5.0/13.0*12.0),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),13), Equals(LengthOf(Line(A,C)),5), Equals(LengthOf(Line(B,C)),12), Circle($), SinOf(g), Point(C), Line(A,B), Line(C,A), Line(C,B), Point(P), Point(Q), Line(P,Q)",LengthOf Triangle ABC   Equals LengthOf Line AB  13  Equals LengthOf Line AC  5  Equals LengthOf Line BC  12  Circle $  SinOf g  Point C  Line AB  Line CA  Line CB  Point P  Point Q  Line PQ ,4.615384615
9295,(5.0/2),"Parallelogram(A,B,C,D), Line(A,C), Line(B,D), Point(O), IsMidpointOf(Point(E),Line(C,D)), Line(O,E), Equals(LengthOf(Line(A,D)),5), Equals(LengthOf(Line(C,D)),4), Find(LengthOf(Line(O,E)))",Parallelogram ABCD  Line AC  Line BD  Point O  IsMidpointOf Point E Line CD   Line OE  Equals LengthOf Line AD  5  Equals LengthOf Line CD  4  Find LengthOf Line OE   ,2.5
3828,(5.0/2),"Equals(MeasureOf(Angle(A,O,B)),30), Line(O,A), Equals(LengthOf(Line(O,P)),5), Circle($), Line(O,B)",Equals MeasureOf Angle AOB  30  Line OA  Equals LengthOf Line OP  5  Circle $  Line OB ,2.5
4689,(5.0/2.0*1.4),"Parallel(Line(A,D),Line(B,E)), Line(C,F), Point(A), Point(B), Point(C), Point(D), Point(E), Point(F), Equals(LengthOf(Line(A,B)),2), Equals(LengthOf(Line(A,C)),5), Equals(LengthOf(Line(D,E)),1.4), Find(LengthOf(Line(D,F)))",Parallel Line AD Line BE   Line CF  Point A  Point B  Point C  Point D  Point E  Point F  Equals LengthOf Line AB  2  Equals LengthOf Line AC  5  Equals LengthOf Line DE  1.4  Find LengthOf Line DF   ,3.5
2333,(5.0/2.0*20.0),"Kite($), Parallel(Line(B,C),Line(P,Q)), Equals(LengthOf(Line(A,B), Line(A,P)),2:5), Equals(LengthOf(Line(B,C)),20), Find(LengthOf(Line(P,Q)))",Kite $  Parallel Line BC Line PQ   Equals LengthOf Line AB  Line AP  2:5  Equals LengthOf Line BC  20  Find LengthOf Line PQ   ,50
7219,(5.0/2.0*3.0),"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(A,D),Line(A,B)),\frac{2}{5}), Equals(LengthOf(Line(D,E)),3), Find(LengthOf(Line(B,C)))",LengthOf Triangle ABC   Equals Parallel Line DE Line BC   RatioOf Line AD Line AB  \frac{2}{5}  Equals LengthOf Line DE  3  Find LengthOf Line BC   ,7.5
4583,(5.0/2.0*6.0),"IntersectAt(Line(A,B),Line(C,D),Point(O)), Equals(Parallel(Line(A,C),Line(B,D)), RatioOf(Line(A,O),Line(O,B)),\frac{2}{5}), Equals(LengthOf(Line(C,O)),6), Find(LengthOf(Line(D,O)))",IntersectAt Line AB Line CD Point O   Equals Parallel Line AC Line BD   RatioOf Line AO Line OB  \frac{2}{5}  Equals LengthOf Line CO  6  Find LengthOf Line DO   ,15
4639,(5.0/3.0),"BisectsAngle(Line(A,D),LengthOf(Triangle(A,B,C))), Parallel(Line(D,E),Line(A,B)), Line(A,C), Equals(RatioOf(Line(A,E),Line(E,C)),\frac{3}{5}), Find(RatioOf(Line(A,C),Line(A,B)))",BisectsAngle Line AD LengthOf Triangle ABC    Parallel Line DE Line AB   Line AC  Equals RatioOf Line AE Line EC  \frac{3}{5}  Find RatioOf Line AC Line AB   ,1.666666667
7244,(5.0/3.0),"Quadrilateral(A,B,C,D), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),5), Point(E), Line(A,C), Line(B,E), Perpendicular(Line(E,F),Line(B,E)), Line(E,F), Line(D,C), Point(F)",Quadrilateral ABCD  Equals LengthOf Line AB  3  Equals LengthOf Line BC  5  Point E  Line AC  Line BE  Perpendicular Line EF Line BE   Line EF  Line DC  Point F ,1.666666667
7838,(5.0/3.0),"Parallelogram(A,B,C,D), Equals(LengthOf(Line(A,B)),3), Equals(LengthOf(Line(B,C)),5), BisectsAngle(Line(B,E),MeasureOf(Angle(A,B,C))), Line(A,D), Point(E), Line(A,C), Point(F), Find(RatioOf(Line(B,F),Line(E,F)))",Parallelogram ABCD  Equals LengthOf Line AB  3  Equals LengthOf Line BC  5  BisectsAngle Line BE MeasureOf Angle ABC    Line AD  Point E  Line AC  Point F  Find RatioOf Line BF Line EF   ,1.666666667
4890,(5.0/3.0),"BisectsAngle(Line(A,D),LengthOf(Triangle(A,B,C))), Parallel(Line(D,E),Line(A,B)), Line(A,C), Equals(RatioOf(Line(A,E),Line(E,C)),\frac{3}{5}), Find(RatioOf(Line(A,C),Line(A,B)))",BisectsAngle Line AD LengthOf Triangle ABC    Parallel Line DE Line AB   Line AC  Equals RatioOf Line AE Line EC  \frac{3}{5}  Find RatioOf Line AC Line AB   ,1.666666667
4634,(5.0/3.0*4.0),"IntersectAt(Parallel(Line(A,B),Line(C,D)),Line(A,C),Line(B,D),Point(O)), Equals(LengthOf(Line(D,O)),3), Equals(LengthOf(Line(B,O)),5), Equals(LengthOf(Line(D,C)),4), Find(LengthOf(Line(A,B)))",IntersectAt Parallel Line AB Line CD  Line AC Line BD Point O   Equals LengthOf Line DO  3  Equals LengthOf Line BO  5  Equals LengthOf Line DC  4  Find LengthOf Line AB   ,6.666666667
4519,(5.0/3.0*6.0),"Point(D), Point(E), Equals(RatioOf(Line(A,B),Line(B,C)),\frac{3}{5},LengthOf(Line(D,E)), Find(LengthOf(Line(E,F)))",Point D  Point E  Equals RatioOf Line AB Line BC  \frac{3}{5}LengthOf Line DE   Find LengthOf Line EF   ,10
4781,(5.0/3.0*6.0),"Line(A,B), Line(A,C), LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(D,E), Line(B,C)),3:5), Equals(LengthOf(Line(A,D)),6), Find(LengthOf(Line(A,B)))",Line AB  Line AC  LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line DE  Line BC  3:5  Equals LengthOf Line AD  6  Find LengthOf Line AB   ,10
4760,(5.0/4.0),"Triangle(A,B,C), Line(A,B), Line(A,C), Parallel(Line(E,F),Line(B,C)), Equals(RatioOf(Line(E,B),Line(A,B)),\frac{4}{5}), Line(F,C)",Triangle ABC  Line AB  Line AC  Parallel Line EF Line BC   Equals RatioOf Line EB Line AB  \frac{4}{5}  Line FC ,1.25
7511,(5.0/4.0*8.0),"LengthOf(Triangle(A,B,C)), Point(D), Point(E), Line(A,B), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(RatioOf(Line(A,D),Line(A,B)),\frac{4}{5}), Equals(LengthOf(Line(D,E)),8), Find(LengthOf(Line(B,C)))",LengthOf Triangle ABC   Point D  Point E  Line AB  Line AC  Parallel Line DE Line BC   Equals RatioOf Line AD Line AB  \frac{4}{5}  Equals LengthOf Line DE  8  Find LengthOf Line BC   ,10
7732,(5.0/4.0*8.0),"Point(D), Point(E), Line(A,B), Line(A,C), Equals(MeasureOf(Angle(B)),MeasureOf(Angle(A,E,D))), Equals(LengthOf(Line(D,E)),4,LengthOf(Line(A,E)), Equals(LengthOf(Line(B,C)),8;), Find(LengthOf(Line(A,B)))",Point D  Point E  Line AB  Line AC  Equals MeasureOf Angle B  MeasureOf Angle AED    Equals LengthOf Line DE  4LengthOf Line AE   Equals LengthOf Line BC  8;  Find LengthOf Line AB   ,10
7750,(5.0/4.0*8.0),"Point(D), Point(E), Line(A,B), Line(A,C), Equals(MeasureOf(Angle(A,B,C)),MeasureOf(Angle(A,E,D))), Equals(LengthOf(Line(D,E)),4), Equals(LengthOf(Line(A,E)),5), Equals(LengthOf(Line(B,C)),8), Find(LengthOf(Line(A,B)))",Point D  Point E  Line AB  Line AC  Equals MeasureOf Angle ABC  MeasureOf Angle AED    Equals LengthOf Line DE  4  Equals LengthOf Line AE  5  Equals LengthOf Line BC  8  Find LengthOf Line AB   ,10
1555,(5.0+11.0),"Square($), Line(l), Find(AreaOf(Polygon($)))",Square $  Line l  Find AreaOf Polygon $   ,16
708,(5.0+3.0),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(C)),90), Equals(LengthOf(Line(A,C)),Line(B,C)), BisectsAngle(Line(A,D),MeasureOf(Angle(B,A,C))), Line(B,C), Point(D), Perpendicular(Line(D,E),Line(A,B)), Point(E), Equals(LengthOf(Line(B,D)),5), Equals(LengthOf(Line(D,E)),3), Find(LengthOf(Line(A,C)))",LengthOf Triangle ABC   Equals MeasureOf Angle C  90  Equals LengthOf Line AC  Line BC   BisectsAngle Line AD MeasureOf Angle BAC    Line BC  Point D  Perpendicular Line DE Line AB   Point E  Equals LengthOf Line BD  5  Equals LengthOf Line DE  3  Find LengthOf Line AC   ,8
3861,(5.0+3.0),"Line(A,B), Line(A,C), Line(B,D), Circle(O), Equals(LengthOf(Line(A,C)),5), Equals(LengthOf(Line(B,D)),3), Find(LengthOf(Line(A,B)))",Line AB  Line AC  Line BD  Circle O  Equals LengthOf Line AC  5  Equals LengthOf Line BD  3  Find LengthOf Line AB   ,8
9537,(5.0+5.0),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),5), Equals(LengthOf(Line(A,C)),5), Equals(LengthOf(Line(B,C)),6), SideOf(Line(B,C)), Parallel(Line(E,M),Line(A,B)), Line(A,C), Parallel(Line(E,N),Line(A,C)), Line(A,B), Find(PerimeterOf(Parallelogram(A,M,E,N)))",LengthOf Triangle ABC   Equals LengthOf Line AB  5  Equals LengthOf Line AC  5  Equals LengthOf Line BC  6  SideOf Line BC   Parallel Line EM Line AB   Line AC  Parallel Line EN Line AC   Line AB  Find PerimeterOf Parallelogram AMEN   ,10
